terme_fr;langue;terme_traduit;fournisseur;type;date
espaces multiples;en;multiple spaces;deepl;tag;2025-12-12 20:56:57
dents espacées;en;spaced teeth;deepl;tag;2025-12-12 20:56:57
espacement généralisé;en;generalised spacing;deepl;tag;2025-12-12 20:56:57
espacements généralisés;en;generalised spacing;deepl;tag;2025-12-12 20:56:57
espaces interdentaires;en;interdental spaces;glossaire;tag;2025-12-12 20:56:57
dysplasie;en;dysplasia;deepl;tag;2025-12-12 20:56:57
dysmorphie;en;dysmorphia;deepl;tag;2025-12-12 20:56:57
dysmorphies;en;dysmorphia;deepl;tag;2025-12-12 20:56:57
anomalie de développement;en;developmental anomaly;deepl;tag;2025-12-12 20:56:57
anomalies des développements;en;development anomalies;deepl;tag;2025-12-12 20:56:57
malformation;en;malformation;deepl;tag;2025-12-12 20:56:57
malformationne;en;malformation;deepl;tag;2025-12-12 20:56:57
malformations;en;malformations;deepl;tag;2025-12-12 20:56:57
malformationnes;en;malformations;deepl;tag;2025-12-12 20:56:57
anomalie congénitale;en;congenital anomaly;deepl;tag;2025-12-12 20:56:57
anomalies congénitales;en;birth defects;deepl;tag;2025-12-12 20:56:57
ectopie;en;ectopy;deepl;tag;2025-12-12 20:56:57
dent en dehors de l'arcade;en;tooth outside the arch;deepl;tag;2025-12-12 20:56:57
dents ens dehors des l'arcades;en;teeth outside the arch;deepl;tag;2025-12-12 20:56:57
dent mal placée;en;misplaced tooth;deepl;tag;2025-12-12 20:56:57
dents maux placées;en;teeth maux placed;deepl;tag;2025-12-12 20:56:57
ectopic tooth;en;ectopic tooth;deepl;tag;2025-12-12 20:56:57
ectopics tooths;en;ectopics tooths;deepl;tag;2025-12-12 20:56:57
mal placée;en;misplaced;deepl;tag;2025-12-12 20:56:57
maux placées;en;aches placed;deepl;tag;2025-12-12 20:56:57
position ectopique;en;ectopic position;deepl;tag;2025-12-12 20:56:57
positions ectopiques;en;ectopic positions;deepl;tag;2025-12-12 20:56:57
édentation;en;edentulous;deepl;tag;2025-12-12 20:56:57
edentation;en;edentation;deepl;tag;2025-12-12 20:56:57
edentationne;en;edentationne;deepl;tag;2025-12-12 20:56:57
edentations;en;edentations;deepl;tag;2025-12-12 20:56:57
edentationnes;en;edentationnes;deepl;tag;2025-12-12 20:56:57
absence de dents;en;lack of teeth;deepl;tag;2025-12-12 20:56:57
absences des dents;en;missing teeth;glossaire;tag;2025-12-12 20:56:57
édentement;en;edentulism;deepl;tag;2025-12-12 20:56:57
édentemente;en;edentulism;deepl;tag;2025-12-12 20:56:57
édentements;en;edentulous;deepl;tag;2025-12-12 20:56:57
édentementes;en;edentulism;deepl;tag;2025-12-12 20:56:57
perte de dents;en;tooth loss;deepl;tag;2025-12-12 20:56:57
pertes des dents;en;tooth loss;deepl;tag;2025-12-12 20:56:57
édenté;en;edentulous;deepl;tag;2025-12-12 20:56:57
édentée;en;edentulous;deepl;tag;2025-12-12 20:56:57
édentés;en;edentulous;deepl;tag;2025-12-12 20:56:57
édentées;en;edentulous;deepl;tag;2025-12-12 20:56:57
gingivite;en;gingivitis;deepl;tag;2025-12-12 20:56:57
inflammation gingivale;en;gingival inflammation;deepl;tag;2025-12-12 20:56:57
inflammations gingivales;en;gum inflammation;deepl;tag;2025-12-12 20:56:57
gencives rouges;en;red gums;deepl;tag;2025-12-12 20:56:57
gingivitis;en;gingivitis;deepl;tag;2025-12-12 20:56:57
gingivitisse;en;gingivitis;deepl;tag;2025-12-12 20:56:57
gingivitisses;en;gingivitis;deepl;tag;2025-12-12 20:56:57
inflammation des gencives;en;inflammation of the gums;deepl;tag;2025-12-12 20:56:57
inflammations des gencives;en;inflammation of the gums;deepl;tag;2025-12-12 20:56:57
inclusion;en;inclusion;deepl;tag;2025-12-12 20:56:57
dent incluse;en;tooth included;deepl;tag;2025-12-12 20:56:57
dents incluses;en;impacted teeth;deepl;tag;2025-12-12 20:56:57
dent qui ne sort pas;en;tooth that won't come out;deepl;tag;2025-12-12 20:56:57
dents quis nes sorts pas;en;dents quis nes sorts;deepl;tag;2025-12-12 20:56:57
impaction;en;impaction;deepl;tag;2025-12-12 20:56:57
impactionne;en;impactionne;deepl;tag;2025-12-12 20:56:57
impactions;en;impactions;deepl;tag;2025-12-12 20:56:57
impactionnes;en;impactionnes;deepl;tag;2025-12-12 20:56:57
impacted tooth;en;impacted tooth;deepl;tag;2025-12-12 20:56:57
impacteds tooths;en;impacteds tooths;deepl;tag;2025-12-12 20:56:57
dent retenue;en;retained tooth;deepl;tag;2025-12-12 20:56:57
dents retenues;en;retained teeth;deepl;tag;2025-12-12 20:56:57
dent bloquée;en;blocked tooth;deepl;tag;2025-12-12 20:56:57
dents bloquées;en;blocked teeth;deepl;tag;2025-12-12 20:56:57
dent qui ne pousse pas;en;tooth that doesn't grow;deepl;tag;2025-12-12 20:56:57
dents quis nes pousses pas;en;teeth that don't grow;deepl;tag;2025-12-12 20:56:57
macrodontie;en;macrodontia;deepl;tag;2025-12-12 20:56:57
dents trop grandes;en;teeth too large;deepl;tag;2025-12-12 20:56:57
dents trops grandes;en;teeth too large;deepl;tag;2025-12-12 20:56:57
surdimensionnement dentaire;en;oversized teeth;deepl;tag;2025-12-12 20:56:57
surdimensionnements dentaires;en;oversized teeth;deepl;tag;2025-12-12 20:56:57
mégalodontie;en;megalodontics;deepl;tag;2025-12-12 20:56:57
mégalodonties;en;megalodontia;deepl;tag;2025-12-12 20:56:57
maladie parodontale;en;periodontal disease;deepl;tag;2025-12-12 20:56:57
parodontite;en;periodontitis;deepl;tag;2025-12-12 20:56:57
parodontites;en;periodontitis;deepl;tag;2025-12-12 20:56:57
déchaussement;en;heaving;deepl;tag;2025-12-12 20:56:57
déchaussemente;en;removal;deepl;tag;2025-12-12 20:56:57
déchaussements;en;heaving;deepl;tag;2025-12-12 20:56:57
déchaussementes;en;heaving;deepl;tag;2025-12-12 20:56:57
maladie des gencives;en;gum disease;deepl;tag;2025-12-12 20:56:57
maladies des gencives;en;gum disease;deepl;tag;2025-12-12 20:56:57
parodontopathie;en;periodontal disease;deepl;tag;2025-12-12 20:56:57
parodontopathies;en;periodontal disease;deepl;tag;2025-12-12 20:56:57
periodontal disease;en;periodontal disease;deepl;tag;2025-12-12 20:56:57
periodontaux diseases;en;periodontal diseases;deepl;tag;2025-12-12 20:56:57
malocclusion;en;malocclusion;deepl;tag;2025-12-12 20:56:57
malocclusion dentaire;en;dental malocclusion;deepl;tag;2025-12-12 20:56:57
malocclusions dentaires;en;dental malocclusions;deepl;tag;2025-12-12 20:56:57
maloclusion;en;maloclusion;deepl;tag;2025-12-12 20:56:57
maloclusionne;en;maloclusionne;deepl;tag;2025-12-12 20:56:57
maloclusions;en;maloclusions;deepl;tag;2025-12-12 20:56:57
maloclusionnes;en;maloclusionnes;deepl;tag;2025-12-12 20:56:57
mauvaise occlusion;en;bad bite;deepl;tag;2025-12-12 20:56:57
mauvaises occlusions;en;bad occlusions;deepl;tag;2025-12-12 20:56:57
mauvais engrènement;en;poor meshing;deepl;tag;2025-12-12 20:56:57
mauvais engrènements;en;poor gearing;deepl;tag;2025-12-12 20:56:57
problème d'occlusion;en;bite problem;deepl;tag;2025-12-12 20:56:57
problèmes d'occlusions;en;occlusion problems;deepl;tag;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
malposition dentaire;en;dental malposition;deepl;tag;2025-12-12 20:56:57
malposition;en;malposition;deepl;tag;2025-12-12 20:56:57
malpositionne;en;malpositionne;deepl;tag;2025-12-12 20:56:57
malpositions;en;malpositions;deepl;tag;2025-12-12 20:56:57
malpositionnes;en;malpositionnes;deepl;tag;2025-12-12 20:56:57
ectopie dentaire;en;dental ectopy;deepl;tag;2025-12-12 20:56:57
ectopies dentaires;en;dental ectopias;deepl;tag;2025-12-12 20:56:57
dent mal positionnée;en;tooth in the wrong position;deepl;tag;2025-12-12 20:56:57
dents maux positionnées;en;badly positioned teeth;deepl;tag;2025-12-12 20:56:57
mandibulaire;en;mandibular;deepl;adjectif;2025-12-12 20:56:57
mandibulaires;en;mandibular;deepl;adjectif;2025-12-12 20:56:57
inférieur;en;lower;deepl;adjectif;2025-12-12 20:56:57
inférieuse;en;lower;deepl;adjectif;2025-12-12 20:56:57
inférieurs;en;lower;deepl;adjectif;2025-12-12 20:56:57
inférieuses;en;lower;deepl;adjectif;2025-12-12 20:56:57
maxillaire;en;maxilla;deepl;adjectif;2025-12-12 20:56:57
maxillaires;en;maxilla;deepl;adjectif;2025-12-12 20:56:57
supérieur;en;superior;deepl;adjectif;2025-12-12 20:56:57
supérieuse;en;superior;deepl;adjectif;2025-12-12 20:56:57
supérieurs;en;higher;deepl;adjectif;2025-12-12 20:56:57
supérieuses;en;superior;deepl;adjectif;2025-12-12 20:56:57
microdontie;en;microdontia;deepl;tag;2025-12-12 20:56:57
dents trop petites;en;teeth too small;deepl;tag;2025-12-12 20:56:57
dents trops petites;en;teeth too small;deepl;tag;2025-12-12 20:56:57
nanisme dentaire;en;dental dwarfism;deepl;tag;2025-12-12 20:56:57
nanismes dentaires;en;dental dwarfism;deepl;tag;2025-12-12 20:56:57
sous-dimensionnement dentaire;en;dental undersizing;deepl;tag;2025-12-12 20:56:57
sous-dimensionnements dentaires;en;dental undersizing;deepl;tag;2025-12-12 20:56:57
nécrose pulpaire;en;pulpal necrosis;deepl;tag;2025-12-12 20:56:57
mort pulpaire;en;pulp death;deepl;tag;2025-12-12 20:56:57
morts pulpaires;en;pulp deaths;deepl;tag;2025-12-12 20:56:57
nécrose de la pulpe;en;pulp necrosis;deepl;tag;2025-12-12 20:56:57
nécroses des las pulpes;en;necrosis of the pulp;deepl;tag;2025-12-12 20:56:57
pulpe nécrosée;en;necrotic pulp;deepl;tag;2025-12-12 20:56:57
pulpes nécrosées;en;necrotic pulp;deepl;tag;2025-12-12 20:56:57
dévitalisation nécessaire;en;necessary devitalisation;deepl;tag;2025-12-12 20:56:57
dévitalisations nécessaires;en;necessary devitalizations;deepl;tag;2025-12-12 20:56:57
récession gingivale;en;gingival recession;deepl;tag;2025-12-12 20:56:57
gingival recession;en;gingival recession;deepl;tag;2025-12-12 20:56:57
gingivaux recessions;en;gingival recessions;deepl;tag;2025-12-12 20:56:57
receding gums;en;receding gums;deepl;tag;2025-12-12 20:56:57
recedings gums;en;recedings gums;deepl;tag;2025-12-12 20:56:57
récession parodontale;en;periodontal recession;deepl;tag;2025-12-12 20:56:57
récessions parodontales;en;periodontal recessions;deepl;tag;2025-12-12 20:56:57
rétraction gingivale;en;gingival retraction;deepl;tag;2025-12-12 20:56:57
rétractions gingivales;en;gingival retractions;deepl;tag;2025-12-12 20:56:57
récidive;en;relapse;deepl;tag;2025-12-12 20:56:57
recidive;en;repeat offences;deepl;tag;2025-12-12 20:56:57
rechute;en;relapse;deepl;tag;2025-12-12 20:56:57
rechutes;en;relapses;deepl;tag;2025-12-12 20:56:57
relapse;en;relapse;deepl;tag;2025-12-12 20:56:57
relapses;en;relapses;deepl;tag;2025-12-12 20:56:57
retour;en;back;deepl;tag;2025-12-12 20:56:57
retoure;en;return;deepl;tag;2025-12-12 20:56:57
retours;en;returns;deepl;tag;2025-12-12 20:56:57
retoures;en;returns;deepl;tag;2025-12-12 20:56:57
récidive orthodontique;en;orthodontic recurrence;deepl;tag;2025-12-12 20:56:57
résorption radiculaire;en;root resorption;deepl;tag;2025-12-12 20:56:57
résorption de la racine;en;root resorption;deepl;tag;2025-12-12 20:56:57
résorptions des las racines;en;root resorptions;deepl;tag;2025-12-12 20:56:57
racine qui se résorbe;en;resorbing root;deepl;tag;2025-12-12 20:56:57
racines quis ses résorbes;en;roots that are resorbed;deepl;tag;2025-12-12 20:56:57
rhizalyse;en;rhizalysis;deepl;tag;2025-12-12 20:56:57
rhizalyses;en;rhizalysis;deepl;tag;2025-12-12 20:56:57
résorption apicale;en;apical resorption;deepl;tag;2025-12-12 20:56:57
résorptions apicales;en;apical resorptions;deepl;tag;2025-12-12 20:56:57
raccourcissement radiculaire;en;root shortening;deepl;tag;2025-12-12 20:56:57
raccourcissements radiculaires;en;root shortening;deepl;tag;2025-12-12 20:56:57
rotation;en;rotation;deepl;tag;2025-12-12 20:56:57
dent tournée;en;turned tooth;deepl;tag;2025-12-12 20:56:57
dents tournées;en;turned teeth;deepl;tag;2025-12-12 20:56:57
dent rotée;en;rotated tooth;deepl;tag;2025-12-12 20:56:57
dents rotées;en;rotary teeth;deepl;tag;2025-12-12 20:56:57
twisted tooth;en;twisted tooth;deepl;tag;2025-12-12 20:56:57
rotation axiale;en;axial rotation;deepl;tag;2025-12-12 20:56:57
rotations axiales;en;axial rotations;deepl;tag;2025-12-12 20:56:57
dent pivotée;en;pivoted tooth;deepl;tag;2025-12-12 20:56:57
dents pivotées;en;pivoted teeth;deepl;tag;2025-12-12 20:56:57
malposition rotationnelle;en;rotational malposition;deepl;tag;2025-12-12 20:56:57
malpositions rotationnelles;en;rotational malposition;deepl;tag;2025-12-12 20:56:57
version axiale;en;axial version;deepl;tag;2025-12-12 20:56:57
versions axiales;en;axial versions;deepl;tag;2025-12-12 20:56:57
transposition;en;transposition;deepl;tag;2025-12-12 20:56:57
dents transposées;en;transposed teeth;deepl;tag;2025-12-12 20:56:57
inversion de position;en;position inversion;deepl;tag;2025-12-12 20:56:57
inversions des positions;en;position reversals;deepl;tag;2025-12-12 20:56:57
permutation dentaire;en;dental permutation;deepl;tag;2025-12-12 20:56:57
permutations dentaires;en;dental permutations;deepl;tag;2025-12-12 20:56:57
échange de position;en;exchange of positions;deepl;tag;2025-12-12 20:56:57
échanges des positions;en;exchange of positions;deepl;tag;2025-12-12 20:56:57
proalvéolie;en;proalveolysis;deepl;tag;2025-12-12 20:56:57
proinclinaison;en;proinclination;deepl;tag;2025-12-12 20:56:57
proinclinaisonne;en;proinclinaisonne;deepl;tag;2025-12-12 20:56:57
proinclinaisons;en;proinclinations;deepl;tag;2025-12-12 20:56:57
proinclinaisonnes;en;proinclinaisonnes;deepl;tag;2025-12-12 20:56:57
prochéilie;en;project;deepl;tag;2025-12-12 20:56:57
prochéilies;en;procheilies;deepl;tag;2025-12-12 20:56:57
incisif;en;incisive;deepl;adjectif;2025-12-12 20:56:57
incisive;en;incisor;deepl;adjectif;2025-12-12 20:56:57
incisifs;en;incisive;deepl;adjectif;2025-12-12 20:56:57
incisives;en;incisors;deepl;adjectif;2025-12-12 20:56:57
mandibulaire;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
mandibulaires;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
inférieur;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuse;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieurs;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuses;en;lower;glossaire;adjectif;2025-12-12 20:56:57
maxillaire;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
maxillaires;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
supérieur;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieuse;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieurs;en;higher;glossaire;adjectif;2025-12-12 20:56:57
supérieuses;en;superior;glossaire;adjectif;2025-12-12 20:56:57
sévère;en;severe;glossaire;adjectif;2025-12-12 20:56:57
sévères;en;severe;glossaire;adjectif;2025-12-12 20:56:57
grave;en;serious;glossaire;adjectif;2025-12-12 20:56:57
graves;en;serious;glossaire;adjectif;2025-12-12 20:56:57
marqué;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marquée;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marqués;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marquées;en;marked;glossaire;adjectif;2025-12-12 20:56:57
important;en;important;glossaire;adjectif;2025-12-12 20:56:57
importante;en;important;glossaire;adjectif;2025-12-12 20:56:57
importants;en;important;glossaire;adjectif;2025-12-12 20:56:57
importantes;en;important;glossaire;adjectif;2025-12-12 20:56:57
modéré;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
modérée;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
modérés;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
modérées;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
léger;en;light;glossaire;adjectif;2025-12-12 20:56:57
légère;en;slight;glossaire;adjectif;2025-12-12 20:56:57
légers;en;light;glossaire;adjectif;2025-12-12 20:56:57
légères;en;slight;glossaire;adjectif;2025-12-12 20:56:57
rétroalvéolie;en;retroalveolus;deepl;tag;2025-12-12 20:56:57
rétroinclinaison;en;retro-tilt;deepl;tag;2025-12-12 20:56:57
rétroinclinaisonne;en;backward tilting;deepl;tag;2025-12-12 20:56:57
rétroinclinaisons;en;tilt back;deepl;tag;2025-12-12 20:56:57
rétroinclinaisonnes;en;backward tilt;deepl;tag;2025-12-12 20:56:57
rétrochéilie;en;retrocheilia;deepl;tag;2025-12-12 20:56:57
rétrochéilies;en;back issues;deepl;tag;2025-12-12 20:56:57
mandibulaire;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
mandibulaires;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
inférieur;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuse;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieurs;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuses;en;lower;glossaire;adjectif;2025-12-12 20:56:57
maxillaire;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
maxillaires;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
supérieur;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieuse;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieurs;en;higher;glossaire;adjectif;2025-12-12 20:56:57
supérieuses;en;superior;glossaire;adjectif;2025-12-12 20:56:57
sévère;en;severe;glossaire;adjectif;2025-12-12 20:56:57
sévères;en;severe;glossaire;adjectif;2025-12-12 20:56:57
grave;en;serious;glossaire;adjectif;2025-12-12 20:56:57
graves;en;serious;glossaire;adjectif;2025-12-12 20:56:57
marqué;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marquée;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marqués;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marquées;en;marked;glossaire;adjectif;2025-12-12 20:56:57
important;en;important;glossaire;adjectif;2025-12-12 20:56:57
importante;en;important;glossaire;adjectif;2025-12-12 20:56:57
importants;en;important;glossaire;adjectif;2025-12-12 20:56:57
importantes;en;important;glossaire;adjectif;2025-12-12 20:56:57
modéré;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
modérée;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
modérés;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
modérées;en;moderate;glossaire;adjectif;2025-12-12 20:56:57
léger;en;light;glossaire;adjectif;2025-12-12 20:56:57
légère;en;slight;glossaire;adjectif;2025-12-12 20:56:57
légers;en;light;glossaire;adjectif;2025-12-12 20:56:57
légères;en;slight;glossaire;adjectif;2025-12-12 20:56:57
endoalvéolie;en;endoalveolus;deepl;tag;2025-12-12 20:56:57
anomalie alvéolaire;en;alveolar anomaly;deepl;tag;2025-12-12 20:56:57
anomalies alvéolaires;en;alveolar anomalies;deepl;tag;2025-12-12 20:56:57
anomalie basale;en;basal abnormality;deepl;tag;2025-12-12 20:56:57
anomalies basales;en;basal abnormalities;deepl;tag;2025-12-12 20:56:57
mandibulaire;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
mandibulaires;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
inférieur;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuse;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieurs;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuses;en;lower;glossaire;adjectif;2025-12-12 20:56:57
maxillaire;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
maxillaires;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
supérieur;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieuse;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieurs;en;higher;glossaire;adjectif;2025-12-12 20:56:57
supérieuses;en;superior;glossaire;adjectif;2025-12-12 20:56:57
macrognathie;en;macrognathy;deepl;tag;2025-12-12 20:56:57
grande mâchoire;en;large jaw;deepl;tag;2025-12-12 20:56:57
grandes mâchoires;en;large jaws;deepl;tag;2025-12-12 20:56:57
hyperplasie;en;hyperplasia;deepl;tag;2025-12-12 20:56:57
hyperplasies;en;hyperplasias;deepl;tag;2025-12-12 20:56:57
grosse mâchoire;en;big jaw;deepl;tag;2025-12-12 20:56:57
grosses mâchoires;en;big jaws;deepl;tag;2025-12-12 20:56:57
mâchoire trop grande;en;jaw too big;deepl;tag;2025-12-12 20:56:57
mâchoires trops grandes;en;jaws too large;deepl;tag;2025-12-12 20:56:57
excès mandibulaire;en;mandibular excess;deepl;tag;2025-12-12 20:56:57
excès mandibulaires;en;mandibular excess;deepl;tag;2025-12-12 20:56:57
excès maxillaire;en;maxillary excess;deepl;tag;2025-12-12 20:56:57
excès maxillaires;en;maxillary excess;deepl;tag;2025-12-12 20:56:57
mandibulaire;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
mandibulaires;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
inférieur;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuse;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieurs;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuses;en;lower;glossaire;adjectif;2025-12-12 20:56:57
maxillaire;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
maxillaires;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
supérieur;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieuse;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieurs;en;higher;glossaire;adjectif;2025-12-12 20:56:57
supérieuses;en;superior;glossaire;adjectif;2025-12-12 20:56:57
micrognathie;en;micrognathia;deepl;tag;2025-12-12 20:56:57
petite mâchoire;en;small jaw;deepl;tag;2025-12-12 20:56:57
petites mâchoires;en;small jaws;deepl;tag;2025-12-12 20:56:57
hypoplasie;en;hypoplasia;deepl;tag;2025-12-12 20:56:57
hypoplasies;en;hypoplasias;deepl;tag;2025-12-12 20:56:57
mâchoire trop petite;en;jaw too small;deepl;tag;2025-12-12 20:56:57
mâchoires trops petites;en;jaws too small;deepl;tag;2025-12-12 20:56:57
déficit mandibulaire;en;mandibular deficit;deepl;tag;2025-12-12 20:56:57
déficits mandibulaires;en;mandibular deficiencies;deepl;tag;2025-12-12 20:56:57
déficit maxillaire;en;maxillary deficit;deepl;tag;2025-12-12 20:56:57
déficits maxillaires;en;maxillary deficiencies;deepl;tag;2025-12-12 20:56:57
mandibulaire;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
mandibulaires;en;mandibular;glossaire;adjectif;2025-12-12 20:56:57
inférieur;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuse;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieurs;en;lower;glossaire;adjectif;2025-12-12 20:56:57
inférieuses;en;lower;glossaire;adjectif;2025-12-12 20:56:57
maxillaire;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
maxillaires;en;maxilla;glossaire;adjectif;2025-12-12 20:56:57
supérieur;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieuse;en;superior;glossaire;adjectif;2025-12-12 20:56:57
supérieurs;en;higher;glossaire;adjectif;2025-12-12 20:56:57
supérieuses;en;superior;glossaire;adjectif;2025-12-12 20:56:57
occlusion croisée;en;cross bite;deepl;tag;2025-12-12 20:56:57
crossbite;en;crossbite;deepl;tag;2025-12-12 20:56:57
morsure croisée;en;cross bite;deepl;tag;2025-12-12 20:56:57
morsures croisées;en;cross bites;deepl;tag;2025-12-12 20:56:57
articulé croisé;en;articulated cross;deepl;tag;2025-12-12 20:56:57
articulés croisés;en;cross-hinged;deepl;tag;2025-12-12 20:56:57
occlusion inversée;en;reverse bite;deepl;tag;2025-12-12 20:56:57
morsure inversée;en;reverse bite;deepl;tag;2025-12-12 20:56:57
morsures inversées;en;reverse bites;deepl;tag;2025-12-12 20:56:57
occlusion inverse;en;reverse bite;deepl;tag;2025-12-12 20:56:57
occlusions inverses;en;reverse occlusions;deepl;tag;2025-12-12 20:56:57
articulé inversé;en;inverted hinge;deepl;tag;2025-12-12 20:56:57
articulés inversés;en;inverted joints;deepl;tag;2025-12-12 20:56:57
antérieur;en;previous;glossaire;adjectif;2025-12-12 20:56:57
antérieuse;en;previous;glossaire;adjectif;2025-12-12 20:56:57
antérieurs;en;previous;glossaire;adjectif;2025-12-12 20:56:57
antérieuses;en;previous;glossaire;adjectif;2025-12-12 20:56:57
avant;en;before;glossaire;adjectif;2025-12-12 20:56:57
avante;en;forward;glossaire;adjectif;2025-12-12 20:56:57
avants;en;front;glossaire;adjectif;2025-12-12 20:56:57
avantes;en;front;glossaire;adjectif;2025-12-12 20:56:57
postérieur;en;back;glossaire;adjectif;2025-12-12 20:56:57
postérieuse;en;rear;glossaire;adjectif;2025-12-12 20:56:57
postérieurs;en;posterior;glossaire;adjectif;2025-12-12 20:56:57
postérieuses;en;posteriors;glossaire;adjectif;2025-12-12 20:56:57
arrière;en;rear;glossaire;adjectif;2025-12-12 20:56:57
arrières;en;back;glossaire;adjectif;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
supraclusion;en;supraclusion;deepl;tag;2025-12-12 20:56:57
deep bite;en;deep bite;deepl;tag;2025-12-12 20:56:57
morsure profonde;en;deep bite;deepl;tag;2025-12-12 20:56:57
morsures profondes;en;deep bites;deepl;tag;2025-12-12 20:56:57
overbite;en;overbite;deepl;tag;2025-12-12 20:56:57
recouvrement vertical excessif;en;excessive vertical overlap;deepl;tag;2025-12-12 20:56:57
recouvrements verticaux excessifs;en;excessive vertical overlaps;deepl;tag;2025-12-12 20:56:57
supraocclusion;en;overbite;deepl;tag;2025-12-12 20:56:57
supraocclusionne;en;overbite;deepl;tag;2025-12-12 20:56:57
supraocclusions;en;overbite;deepl;tag;2025-12-12 20:56:57
supraocclusionnes;en;overbite;deepl;tag;2025-12-12 20:56:57
prononcé;en;pronounced;deepl;adjectif;2025-12-12 20:56:57
prononcée;en;pronounced;deepl;adjectif;2025-12-12 20:56:57
prononcés;en;pronounced;deepl;adjectif;2025-12-12 20:56:57
prononcées;en;pronounced;deepl;adjectif;2025-12-12 20:56:57
marqué;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marquée;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marqués;en;marked;glossaire;adjectif;2025-12-12 20:56:57
marquées;en;marked;glossaire;adjectif;2025-12-12 20:56:57
sévère;en;severe;glossaire;adjectif;2025-12-12 20:56:57
sévères;en;severe;glossaire;adjectif;2025-12-12 20:56:57
total;en;total;deepl;adjectif;2025-12-12 20:56:57
totale;en;total;deepl;adjectif;2025-12-12 20:56:57
