# fakerecherche.csv V1.0.2 - 07/01/2026 21:14:33;;;;;;;;;;;;;;;;;;;;;;;
module;timestamp;temps_ms;languesaisie;langueutilisee;modulelangue;questionoriginale;question;filtres;sql;tri;base;mode;moteur;nb_patients;pathologies;ages;residu;erreur;session_id;ip_utilisateur;rating;type_probleme;commentaire
search.py;29/12/2025 21:02;140;en;en;deepl;adults men ?;adults men ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;42;;;;;7a8fd9e7-2f47-422c-b833-dd68d5b38154;127.0.0.1;👎;Bug IHM;Page blanche après la recherche.
search.py;29/12/2025 21:04;4058;en;en;deepl;of less than 22.224 years women with butterfly plate ?;of less than 22.224 years women with butterfly plate ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;12;;;of less than 22.224 years wome;;7a8a3c60-27c6-46cc-9d48-c6f57101bc98;192.168.1.1;;;
search.py;29/12/2025 21:04;138;ja;ja;deepl;いくら より 患者 と ニティ enfants ?;いくら より 患者 と ニティ enfants ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;200;Classe II;;いくら より 患者 と ニティ enfants ?;;af8306d1-b880-4c5d-a0ed-44172f9d2231;127.0.0.1;;;
search.py;29/12/2025 21:08;108;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;227;;;;;936c97ef-8ca8-41a4-b7f7-d0bbe7b08340;127.0.0.1;;;
search.py;29/12/2025 21:08;1676;Auto;fr;glossaire_fr;hommes avec bruxisme ?;hommes avec bruxisme ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;5;Supraclusion;;;;42fa24fa-87b5-42a1-85fb-f08781a6e67b;192.168.1.163;👎;Trop de patients;Recherche trop permissive.
search.py;29/12/2025 21:21;2925;Auto;fr;glossaire_fr;de moins de 22.191 ans avec béance avec bielles ?;de moins de 22.191 ans avec béance avec bielles ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;19;Supraclusion;;de moins de 22.191 ans avec bé;;8ee4de09-6e43-46fc-9ef3-b256982aecc5;127.0.0.1;👎;Pas assez de patients;Critères trop stricts.
search.py;29/12/2025 21:32;1620;Auto;fr;glossaire_fr;avec occlusion inversée femmes ?;avec occlusion inversée femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;22;Infraclusion;;;;5e5ca379-d577-40a3-bdb1-5677d0cacfe1;127.0.0.1;;;
search.py;29/12/2025 21:43;96;Auto;fr;glossaire_fr;de plus de 16.614 ans hommes avec béance ?;de plus de 16.614 ans hommes avec béance ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;3;Béance;;;;3a748d6c-58a8-4286-9cb0-c3eef2d42026;127.0.0.1;;;
search.py;29/12/2025 22:02;989;Auto;fr;glossaire_fr;Combien de patients avec ressaut articulaire avec spacing enfants ?;Combien de patients avec ressaut articulaire avec spacing enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;4;Classe II;;combien de patients avec ressa;;28c8b1df-6f37-4897-b4a1-b9654118e7ad;127.0.0.1;👎;Pas assez de patients;Base de données incomplète ?
search.py;29/12/2025 22:12;1016;Auto;fr;glossaire_fr;de moins de 22.224 ans femmes avec plaque papillon ?;de moins de 22.224 ans femmes avec plaque papillon ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;53;;;de moins de 22.224 ans femmes ;;5632e685-6808-446e-aa04-7cdf632708ab;127.0.0.1;;;
search.py;29/12/2025 22:27;4399;en;en;deepl;of less than 20.788 years with micrognathia with hollowness lateral|left|moderate ?;of less than 20.788 years with micrognathia with hollowness lateral|left|moderate ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;88;;;;;23e1f768-3352-445c-977f-c5b6a77e640a;127.0.0.1;;;
search.py;29/12/2025 22:57;1204;Auto;fr;glossaire_fr;de moins de 16.147 ans ?;de moins de 16.147 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;115;Infraclusion;;;;99fdb496-78fb-49a5-84c1-d39e6af09afb;192.168.1.120;;;
search.py;29/12/2025 23:02;693;Auto;fr;glossaire_fr;de moins de 22.168 ans hommes avec débandage ?;de moins de 22.168 ans hommes avec débandage ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;12;Béance;;;;259dceef-d07c-488c-aee2-8f9b98415722;127.0.0.1;;;
search.py;29/12/2025 23:19;865;en;en;deepl;men with bruxism diurnal with lingual interposition enfants ?;men with bruxism diurnal with lingual interposition enfants ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;90;Béance;;men with bruxism diurnal with ;;3ce50f43-c088-4df2-8dfa-814ac015fb00;192.168.1.31;👍;;Parfait, recherche rapide et efficace.
search.py;29/12/2025 23:25;1740;Auto;fr;glossaire_fr;avec urgence ?;avec urgence ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;17;Infraclusion;;avec urgence ?;;51da8440-6b47-4a2b-888c-6a831ca9de1e;127.0.0.1;👍;;Excellent ! Exactement ce que je cherchais.
search.py;29/12/2025 23:49;1808;en;en;deepl;with interceptive treatment with mandibular deviation men of less than 20.380000000000003 years ?;with interceptive treatment with mandibular deviation men of less than 20.380000000000003 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;69;;;;;2fd4871e-5b4e-46ed-903d-0e7a372296cf;127.0.0.1;;;
search.py;30/12/2025 00:03;11;en;en;glossaire_resolution;Nombre of patients of more of 12.959 years with hollowness men ?;Nombre of patients of more of 12.959 years with hollowness men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;31;Supraclusion;;;;f722b436-44a2-4ab5-bbb1-ca7d2bcbb551;192.168.1.109;👎;Pas assez de patients;Recherche trop restrictive.
search.py;30/12/2025 00:03;92;Auto;fr;glossaire_fr;Combien de patients avec transposition modéré|diurne adultes avec bruxisme femmes ?;Combien de patients avec transposition modéré|diurne adultes avec bruxisme femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;54;;;;;536460da-9208-4c1b-911e-aa8589ecc10c;127.0.0.1;;;
search.py;30/12/2025 00:03;92;Auto;fr;glossaire_fr;de plus de 3.4689999999999994 ans avec béance hommes ?;de plus de 3.4689999999999994 ans avec béance hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;123;;;;;88ce7c03-5676-42c0-99a8-0e7a4f30ead5;192.168.1.93;;;
search.py;30/12/2025 00:14;662;ja;ja;glossaire_resolution;と リバースバイト 女性 ?;と リバースバイト 女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;30;Béance;;と リバースバイト 女性 ?;;aee9266c-91fd-4374-9aae-858d9be259cd;127.0.0.1;👍;;Exactement les patients attendus.
search.py;30/12/2025 00:21;134;Auto;fr;glossaire_fr;hommes avec luxation ?;hommes avec luxation ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;15;Supraclusion;;;;8a7d44de-c9cc-4c2e-84ce-a8bf2c027d14;127.0.0.1;👍;;Outil performant, je recommande.
search.py;30/12/2025 00:24;2999;Auto;fr;glossaire_fr;enfants ?;enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;72;;;;;f062041c-d5ca-4c8f-b4c4-9716eb58a5e9;192.168.1.32;👎;Trop de patients;Impossible de trier autant de patients.
search.py;30/12/2025 00:39;59;Auto;fr;glossaire_fr;avec infraclusion postérieure|sévère ?;avec infraclusion postérieure|sévère ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;54;;;;;83e638c2-468d-4f89-b340-7df83641e9b6;127.0.0.1;;;
search.py;30/12/2025 00:57;551;Auto;fr;glossaire_fr;avec occlusion inversée hommes ?;avec occlusion inversée hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;21;;;avec occlusion inversée hommes;;b26c88c6-79e5-415e-b5d0-e1f05e605681;192.168.1.189;;;
search.py;30/12/2025 01:04;128;Auto;fr;glossaire_fr;adultes avec infraclusion ?;adultes avec infraclusion ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;34;Infraclusion;;;;05e9be41-d4c6-40a2-991d-013d57a4acf7;192.168.1.133;👎;Trop de patients;La recherche est trop large.
search.py;30/12/2025 01:18;1114;Auto;fr;glossaire_fr;hommes ?;hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;16;Classe II;;hommes ?;;a12697b0-17e5-4723-92cc-1a42a1c6b0ee;127.0.0.1;👎;Autre;Problème non identifié.
search.py;30/12/2025 01:20;31;ja;ja;deepl;Nombre より 患者 と 取り外し可能なプレート ?;Nombre より 患者 と 取り外し可能なプレート ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;44;Bruxisme;;;;8a2f0b57-0daa-454a-8d7b-371dbf84bd27;192.168.1.44;👎;Pas assez de patients;Aucun patient trouvé alors qu'il y en a.
search.py;30/12/2025 01:33;90;en;en;glossaire_resolution;men ?;men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;6;;;;;9698b058-9e14-4e37-a145-6cb34dee2c5b;127.0.0.1;;;
search.py;30/12/2025 01:34;774;ja;ja;deepl;と 歯髄壊死 一方的 より もっと見る より 7.651999999999999 年 ?;と 歯髄壊死 一方的 より もっと見る より 7.651999999999999 年 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;31;;;;;c3c6327a-088d-48a3-90aa-115bc6e63f4a;127.0.0.1;;;
search.py;30/12/2025 01:40;1883;en;en;glossaire_resolution;how many of patients men with class iii skeletal ?;how many of patients men with class iii skeletal ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;139;Infraclusion;;how many of patients men with ;;b7dd000e-dd6f-44f5-96b5-000530a043bb;127.0.0.1;;;
search.py;30/12/2025 01:46;63;Auto;fr;glossaire_fr;hommes avec luxation ?;hommes avec luxation ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;19;Classe II;;hommes avec luxation ?;;d270f948-4a5b-4450-8ebb-704d7de65420;127.0.0.1;;;
search.py;30/12/2025 01:52;4496;Auto;fr;glossaire_fr;hommes avec bruxisme ?;hommes avec bruxisme ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;18;Bruxisme;;;;72bbcd8b-b7cc-4a98-8a3e-e7d4c98b4520;127.0.0.1;👎;Autre;Je ne comprends pas les résultats.
search.py;30/12/2025 02:04;4318;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;93;Béance;;;;32d78925-26eb-4084-bb0c-2d952babab78;127.0.0.1;;;
search.py;30/12/2025 02:12;64;Auto;fr;glossaire_fr;avec bruxisme avec pendulum de moins de 21.723 ans ?;avec bruxisme avec pendulum de moins de 21.723 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;18;Supraclusion;;;;58353ca6-3821-4704-99e4-7eb451683fd0;127.0.0.1;👎;Bug IHM;L'interface ne répond plus.
search.py;30/12/2025 02:16;1666;en;en;deepl;with hollowness men ?;with hollowness men ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;19;;;with hollowness men ?;;b2a56469-fc25-4c05-bc05-416f9d4188db;192.168.1.219;👎;Bug IHM;Les filtres ne fonctionnent pas.
search.py;30/12/2025 02:26;1834;en;en;glossaire_resolution;of more of 3.4689999999999994 years with hollowness men ?;of more of 3.4689999999999994 years with hollowness men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;24;;;;;81c5dcf0-8291-4d75-be7d-800e22cf4937;127.0.0.1;👍;;Très bien, continue comme ça !
search.py;30/12/2025 02:29;1648;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;62;Bruxisme;;femmes ?;;9e286b99-e24a-44c3-b0b7-f7aa3c2aaec8;192.168.1.10;;;
search.py;30/12/2025 02:34;517;Auto;fr;glossaire_fr;avec bruxisme modéré femmes ?;avec bruxisme modéré femmes ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;35;;;avec bruxisme modéré femmes ?;;626d478e-93e7-41e3-859d-5ad0b85db77f;127.0.0.1;👎;Autre;Temps de réponse trop long.
search.py;30/12/2025 02:38;4649;Auto;fr;glossaire_fr;Combien de patients de plus de 14.603000000000002 ans ?;Combien de patients de plus de 14.603000000000002 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;188;;;combien de patients de plus de;;82e2e4a6-59b0-495c-aacc-8cc4764dff4a;127.0.0.1;;;
search.py;30/12/2025 03:01;124;en;en;deepl;women with hollowness ?;women with hollowness ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;135;Infraclusion;;;;52aba0ef-338a-41d3-9bd4-e2afe348edc4;192.168.1.174;👎;Trop de patients;La recherche est trop large.
search.py;30/12/2025 03:32;3215;en;en;glossaire_resolution;how many of patients with joint snap with hollowness of more of 8.561 years ?;how many of patients with joint snap with hollowness of more of 8.561 years ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;63;;;;;8b4a4951-af4a-4aa3-9def-ba7cfad32f7a;127.0.0.1;;;
search.py;30/12/2025 03:50;2380;ja;ja;glossaire_resolution;女性 ?;女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;69;Supraclusion;;;;060b913c-89aa-4cc6-b0a8-4488a00895bc;127.0.0.1;;;
search.py;30/12/2025 04:13;2628;ja;ja;glossaire_resolution;男性 と 転位 ?;男性 と 転位 ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;26;Infraclusion;;;;e3da7f84-c1bb-473f-a654-19ef384e99fd;127.0.0.1;;;
search.py;30/12/2025 04:16;3382;Auto;fr;glossaire_fr;Combien de patients hommes avec classe iii squelettique ?;Combien de patients hommes avec classe iii squelettique ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;22;;;;;38b2861b-2028-46b5-a787-2f5f9164d75f;127.0.0.1;;;
search.py;30/12/2025 04:52;2070;Auto;fr;glossaire_fr;hommes avec luxation ?;hommes avec luxation ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;19;Classe II;;;;d03bfbae-f738-4e94-99e6-f77d698bf3cc;127.0.0.1;;;
search.py;30/12/2025 04:56;628;en;en;glossaire_resolution;of more of 14.780000000000001 years men ?;of more of 14.780000000000001 years men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;36;Béance;;;;4e2a04b7-83de-4a93-9971-b7209c59bffa;192.168.1.96;👍;;Génial, gain de temps énorme.
search.py;30/12/2025 05:17;4618;en;en;glossaire_resolution;Nombre of patients with fan plate with class ii skeletal enfants ?;Nombre of patients with fan plate with class ii skeletal enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;34;;;;;42bb6922-0354-4a83-b7ea-723363817c74;127.0.0.1;;;
search.py;30/12/2025 05:49;1929;Auto;fr;glossaire_fr;avec ddm ?;avec ddm ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;5;Bruxisme;;avec ddm ?;;09511e4b-4ce1-4f56-a13b-9f65b09fa32b;192.168.1.105;👎;Autre;Besoin d'aide pour comprendre.
search.py;30/12/2025 05:52;1898;ja;ja;deepl;と 痒い糸 と エクトピー と バージョン ?;と 痒い糸 と エクトピー と バージョン ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;79;;;;;37bb2645-c160-48d2-98f6-86dfb314fd3a;192.168.1.133;👎;Bug IHM;Erreur d'affichage des résultats.
search.py;30/12/2025 05:55;56;Auto;fr;glossaire_fr;hommes avec bruxisme diurne avec interposition linguale enfants ?;hommes avec bruxisme diurne avec interposition linguale enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;19;Infraclusion;;hommes avec bruxisme diurne av;;62a7aa47-42fb-46ed-95c3-e927a9254c4e;127.0.0.1;;;
search.py;30/12/2025 05:57;1413;Auto;fr;glossaire_fr;avec déglutition de plus de 13.489 ans ?;avec déglutition de plus de 13.489 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;81;Infraclusion;;;;d6485817-03d7-4852-87ba-5049a5291854;127.0.0.1;👎;Bug IHM;Problème de chargement.
search.py;30/12/2025 06:09;1810;Auto;fr;glossaire_fr;Combien de patients avec ressaut articulaire avec spacing enfants ?;Combien de patients avec ressaut articulaire avec spacing enfants ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;76;;;;;92de87fb-3f13-42be-bdfd-ce497b80aa1a;127.0.0.1;;;
search.py;30/12/2025 06:10;1418;Auto;fr;glossaire_fr;hommes ?;hommes ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;58;Béance;;hommes ?;;6f6454f1-a8d5-46d7-bca9-1da52a7f55c4;127.0.0.1;👎;Trop de patients;Liste interminable de patients.
search.py;30/12/2025 06:18;35;Auto;fr;glossaire_fr;femmes de plus de 1 ans ?;femmes de plus de 1 ans ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;6;Supraclusion;;femmes de plus de 1 ans ?;;6598517a-9caf-4233-a6be-acbcab42ef00;127.0.0.1;👎;Bug IHM;Interface figée.
search.py;30/12/2025 06:20;806;Auto;fr;glossaire_fr;de moins de 22.224 ans femmes avec plaque papillon ?;de moins de 22.224 ans femmes avec plaque papillon ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;70;Béance;;;;23ed49b6-c29b-4b4f-8bdc-f857ab3a7728;127.0.0.1;👎;Pas assez de patients;Où sont passés mes patients ?
search.py;30/12/2025 06:45;125;Auto;fr;glossaire_fr;de moins de 16.147 ans ?;de moins de 16.147 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;14;Classe II;;;;a5129b27-1d66-4878-92f6-028d66ec4d6d;192.168.1.245;;;
search.py;30/12/2025 06:55;4111;ja;ja;glossaire_resolution;より もっと見る より 10.845 年 ?;より もっと見る より 10.845 年 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;5;Supraclusion;;;;9832d057-8e93-4a54-9e98-8924cf9b78f0;192.168.1.233;;;
search.py;30/12/2025 06:58;266;ja;ja;glossaire_resolution;bruxisme;bruxisme;;;;base100.db;ia;gpt41mini;26;;;;;16dfe410-38fb-48fe-b6af-ffb650446d36;127.0.0.1;;;
search.py;30/12/2025 07:42;3460;en;en;deepl;Nombre of patients with butterfly plate ?;Nombre of patients with butterfly plate ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;2;;;nombre of patients with butter;;367894c0-4e18-4433-88c5-90c90a6bb9ed;192.168.1.228;👎;Autre;Résultats incohérents.
search.py;30/12/2025 07:42;848;ja;ja;deepl;と 歯ぎしり と 振り子 より 未満 21.723 年 ?;と 歯ぎしり と 振り子 より 未満 21.723 年 ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;4;;;;;394a6114-b66b-4190-9c9c-8f5cd581f4e9;127.0.0.1;;;
search.py;30/12/2025 07:49;138;Auto;fr;glossaire_fr;Nombre de patients de moins de 18.164 ans ?;Nombre de patients de moins de 18.164 ans ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;97;Classe II;;;;bdbacb24-7648-4672-a88b-3797f3bfce33;127.0.0.1;👎;Pas assez de patients;Aucun patient trouvé alors qu'il y en a.
search.py;30/12/2025 07:50;1843;Auto;fr;glossaire_fr;Combien de patients avec douleur infectieuse enfants ?;Combien de patients avec douleur infectieuse enfants ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;14;Infraclusion;;combien de patients avec doule;;76d31bb0-20f5-43fc-af90-a52fa172d0b9;192.168.1.43;;;
search.py;30/12/2025 07:53;3209;Auto;fr;glossaire_fr;Nombre de patients avec plaque papillon ?;Nombre de patients avec plaque papillon ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;118;;;;;7fcf77b0-503a-44ad-b7fb-92de9bb79db1;127.0.0.1;;;
search.py;30/12/2025 08:21;4589;Auto;fr;glossaire_fr;avec céramique femmes de plus de 11.728000000000002 ans ?;avec céramique femmes de plus de 11.728000000000002 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;1;Bruxisme;;;;7fc326ab-29a1-4a10-aa07-aef7eff8c2ab;192.168.1.156;;;
search.py;30/12/2025 08:23;638;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;32;Bruxisme;;;;96af497c-84eb-4983-8e7a-7bb3824828db;127.0.0.1;;;
search.py;30/12/2025 08:29;1370;Auto;fr;glossaire_fr;femmes de plus de 1 ans ?;femmes de plus de 1 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;13;;;femmes de plus de 1 ans ?;;fa787b24-5616-43c1-957b-dd200921602a;127.0.0.1;👎;Bug IHM;Erreur d'affichage des résultats.
search.py;30/12/2025 08:33;1072;Auto;fr;glossaire_fr;de plus de 14.780000000000001 ans hommes ?;de plus de 14.780000000000001 ans hommes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;12;Supraclusion;;;;9bdcda6e-27c1-4bdc-a8f9-ea69e6783a2b;127.0.0.1;👎;Autre;Erreur incompréhensible.
search.py;30/12/2025 08:42;1011;ja;ja;glossaire_resolution;と 歯ぎしり と 振り子 より 未満 21.723 年 ?;と 歯ぎしり と 振り子 より 未満 21.723 年 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;97;;;と 歯ぎしり と 振り子 より 未満 21.723 年 ?;;90291943-5567-4bd5-9995-55f746446a92;127.0.0.1;👍;;Exactement les patients attendus.
search.py;30/12/2025 08:54;4696;en;en;deepl;of less than 17.583 years with translation men ?;of less than 17.583 years with translation men ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;12;Supraclusion;;;;2a5ae9f9-5f51-4292-bbb4-6039caa92d50;192.168.1.97;👍;;Nickel chrome !
search.py;30/12/2025 09:08;1313;ja;ja;deepl;と 歯肉炎 男性 ?;と 歯肉炎 男性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;9;Infraclusion;;;;f370a9db-5bcf-4780-b1a5-052421fe194a;192.168.1.150;👍;;Outil performant, je recommande.
search.py;30/12/2025 09:11;84;en;en;deepl;with hollowness men ?;with hollowness men ?;"{""criteres"": []}";;;base25000.db;ia;gpt41mini;89;Infraclusion;;;;e05408cd-5555-4d21-81fd-7193f87f2226;127.0.0.1;;;
search.py;30/12/2025 09:18;67;Auto;fr;glossaire_fr;avec traitement interceptif avec déviation mandibulaire hommes de moins de 20.380000000000003 ans ?;avec traitement interceptif avec déviation mandibulaire hommes de moins de 20.380000000000003 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;53;Bruxisme;;avec traitement interceptif av;;bfa56286-6fa0-49ef-802d-8baea98f1b76;127.0.0.1;;;
search.py;30/12/2025 09:21;28;ja;ja;deepl;より 未満 17.583 年 と 翻訳 男性 ?;より 未満 17.583 年 と 翻訳 男性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;26;Béance;;;;5f68d123-1037-4a57-a929-a7b41a9900aa;192.168.1.103;;;
search.py;30/12/2025 09:30;2985;Auto;fr;glossaire_fr;hommes avec luxation ?;hommes avec luxation ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;97;Béance;;;;d74ebea7-8f95-459b-93d7-35502e90fc07;127.0.0.1;;;
search.py;30/12/2025 09:31;1283;Auto;fr;glossaire_fr;Combien de patients de plus de 14.603000000000002 ans ?;Combien de patients de plus de 14.603000000000002 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;gpt41mini;70;Bruxisme;;;;254224b4-a778-4c48-84c0-65855a0fa10d;192.168.1.232;👎;Bug IHM;Interface figée.
