# translations_kitviewmanuals_fr_en.csv V1.0.0 - 22/01/2026 15:09:00
"id";"section";"tag";"context";"fr";"en";"status"
"txt_0332";"filtre-population";"note";"note_tip";"💡 Astuce | Pensez à revenir à votre base complète après une recherche : retournez dans les filtres de population, cliquez sur l'onglet « Tous » puis « Rafraîchir ».";"[AUTO] 💡 Astuce | Pensez à revenir à votre base complète après une recherche : retournez dans les filtres de population, cliquez sur l'onglet « Tous » puis « Rafraîchir ».";"TODO"
"txt_0333";"recherche-date";"h2";"titre_section";"📅 17. Retrouver des photos par date";"[AUTO] 📅 17. Retrouver des photos par date";"TODO"
"txt_0334";"recherche-date";"h3";"sous_titre";"Recherche à une date précise";"[AUTO] Recherche à une date précise";"TODO"
"txt_0335";"recherche-date";"h3";"sous_titre";"Recherche dans une plage de dates";"[AUTO] Recherche dans une plage de dates";"TODO"
"txt_0336";"recherche-date";"p";"paragraphe";"Les filtres de population permettent également de rechercher des photos prises à une date précise ou dans une plage de dates.";"[AUTO] Les filtres de population permettent également de rechercher des photos prises à une date précise ou dans une plage de dates.";"TODO"
"txt_0337";"recherche-date";"p";"paragraphe";"**Exemple :** Rechercher toutes les photos prises le 24/11/2017";"[AUTO] **Exemple :** Rechercher toutes les photos prises le 24/11/2017";"TODO"
"txt_0338";"recherche-date";"p";"paragraphe";"Pour afficher les photos de chaque patient, cliquez sur chaque dossier patient.";"[AUTO] Pour afficher les photos de chaque patient, cliquez sur chaque dossier patient.";"TODO"
"txt_0339";"recherche-date";"p";"paragraphe";"**Exemple :** Rechercher toutes les photos prises entre le 13/09/2017 et le 13/09/2018";"[AUTO] **Exemple :** Rechercher toutes les photos prises entre le 13/09/2017 et le 13/09/2018";"TODO"
"txt_0340";"recherche-date";"li";"liste";"Cliquez sur **« Quoi »**";"[AUTO] Cliquez sur **« Quoi »**";"TODO"
"txt_0341";"recherche-date";"li";"liste";"Cliquez sur **« Ajouter une condition à la racine »**";"[AUTO] Cliquez sur **« Ajouter une condition à la racine »**";"TODO"
"txt_0342";"recherche-date";"li";"liste";"Une fenêtre s'ouvre – Écrivez le mot **« Création »** – Il s'affiche dans la liste";"[AUTO] Une fenêtre s'ouvre – Écrivez le mot **« Création »** – Il s'affiche dans la liste";"TODO"
"txt_0343";"recherche-date";"li";"liste";"Double-cliquez sur le mot **« Création »** pour qu'il s'affiche dans le tableau à droite";"[AUTO] Double-cliquez sur le mot **« Création »** pour qu'il s'affiche dans le tableau à droite";"TODO"
"txt_0344";"recherche-date";"li";"liste";"Cliquez sur **« Valider »**";"[AUTO] Cliquez sur **« Valider »**";"TODO"
"txt_0345";"recherche-date";"li";"liste";"Changez la condition en **« Égale à »** puis modifiez la date";"[AUTO] Changez la condition en **« Égale à »** puis modifiez la date";"TODO"
"txt_0346";"recherche-date";"li";"liste";"Tous les patients ayant des photos prises à cette date s'affichent";"[AUTO] Tous les patients ayant des photos prises à cette date s'affichent";"TODO"
"txt_0347";"recherche-date";"li";"liste";"Toutes les photos prises à cette date s'affichent";"[AUTO] Toutes les photos prises à cette date s'affichent";"TODO"
"txt_0348";"recherche-date";"li";"liste";"Cliquez sur **« Quoi »**";"[AUTO] Cliquez sur **« Quoi »**";"TODO"
"txt_0349";"recherche-date";"li";"liste";"Cliquez sur **« Ajouter une condition à la racine »**";"[AUTO] Cliquez sur **« Ajouter une condition à la racine »**";"TODO"
"txt_0350";"recherche-date";"li";"liste";"Écrivez **« Création »** et double-cliquez pour l'ajouter";"[AUTO] Écrivez **« Création »** et double-cliquez pour l'ajouter";"TODO"
"txt_0351";"recherche-date";"li";"liste";"Cliquez sur **« Valider »**";"[AUTO] Cliquez sur **« Valider »**";"TODO"
"txt_0352";"recherche-date";"li";"liste";"Répétez l'opération pour ajouter une seconde condition";"[AUTO] Répétez l'opération pour ajouter une seconde condition";"TODO"
"txt_0353";"recherche-date";"li";"liste";"Pour la première condition, sélectionnez **« Antérieure à »** et indiquez la date de fin";"[AUTO] Pour la première condition, sélectionnez **« Antérieure à »** et indiquez la date de fin";"TODO"
"txt_0354";"recherche-date";"li";"liste";"Pour la seconde condition, sélectionnez **« Postérieure à »** et indiquez la date de début";"[AUTO] Pour la seconde condition, sélectionnez **« Postérieure à »** et indiquez la date de début";"TODO"
"txt_0355";"recherche-date";"li";"liste";"Tous les patients ayant des photos dans cette plage s'affichent";"[AUTO] Tous les patients ayant des photos dans cette plage s'affichent";"TODO"
"txt_0356";"recherche-date";"note";"note_tip";"💡 Rappel | N'oubliez pas de revenir à votre base complète après la recherche : onglet « Tous » puis « Rafraîchir ».";"[AUTO] 💡 Rappel | N'oubliez pas de revenir à votre base complète après la recherche : onglet « Tous » puis « Rafraîchir ».";"TODO"
"txt_0357";"recherche-date";"note";"note_info";"ℹ️ Note | Les deux conditions sont combinées avec un ET logique : les photos affichées sont à la fois antérieures à la date de fin ET postérieures à la date de début.";"[AUTO] ℹ️ Note | Les deux conditions sont combinées avec un ET logique : les photos affichées sont à la fois antérieures à la date de fin ET postérieures à la date de début.";"TODO"
"txt_0358";"formulaires";"h2";"titre_section";"📝 18. Formulaires";"[AUTO] 📝 18. Formulaires";"TODO"
"txt_0359";"formulaires";"h3";"sous_titre";"Compléter un formulaire";"[AUTO] Compléter un formulaire";"TODO"
"txt_0360";"formulaires";"h3";"sous_titre";"Recherche de cas similaires";"[AUTO] Recherche de cas similaires";"TODO"
"txt_0361";"formulaires";"p";"paragraphe";"Les formulaires permettent de conserver toutes les informations liées à un patient, d'avoir un accès rapide à l'information, et de présenter et exploiter les données renseignées.";"[AUTO] Les formulaires permettent de conserver toutes les informations liées à un patient, d'avoir un accès rapide à l'information, et de présenter et exploiter les données renseignées.";"TODO"
"txt_0362";"formulaires";"p";"paragraphe";"**Exemple :** Rechercher les formulaires des patients présentant une gingivite";"[AUTO] **Exemple :** Rechercher les formulaires des patients présentant une gingivite";"TODO"
"txt_0363";"formulaires";"li";"liste";"Cliquez dans l'onglet **« Formulaire »**";"[AUTO] Cliquez dans l'onglet **« Formulaire »**";"TODO"
"txt_0364";"formulaires";"li";"liste";"Sélectionnez le formulaire dont vous avez besoin";"[AUTO] Sélectionnez le formulaire dont vous avez besoin";"TODO"
"txt_0365";"formulaires";"li";"liste";"Complétez les informations";"[AUTO] Complétez les informations";"TODO"
"txt_0366";"formulaires";"li";"liste";"Enregistrez le formulaire en cliquant sur la **disquette**";"[AUTO] Enregistrez le formulaire en cliquant sur la **disquette**";"TODO"
"txt_0367";"formulaires";"li";"liste";"Le résumé du formulaire est généré. Pour le consulter entièrement, cliquez sur le petit dossier";"[AUTO] Le résumé du formulaire est généré. Pour le consulter entièrement, cliquez sur le petit dossier";"TODO"
"txt_0368";"formulaires";"li";"liste";"Cliquez sur un dossier patient";"[AUTO] Cliquez sur un dossier patient";"TODO"
"txt_0369";"formulaires";"li";"liste";"Cliquez sur l'onglet **« Formulaire »**";"[AUTO] Cliquez sur l'onglet **« Formulaire »**";"TODO"
"txt_0370";"formulaires";"li";"liste";"Ouvrez le résumé des formulaires en cliquant sur le petit dossier";"[AUTO] Ouvrez le résumé des formulaires en cliquant sur le petit dossier";"TODO"
"txt_0371";"formulaires";"li";"liste";"Cliquez sur la loupe **« Mode recherche »**";"[AUTO] Cliquez sur la loupe **« Mode recherche »**";"TODO"
"txt_0372";"formulaires";"li";"liste";"Cliquez sur les critères que vous souhaitez retrouver (ex: « gingivite »)";"[AUTO] Cliquez sur les critères que vous souhaitez retrouver (ex: « gingivite »)";"TODO"
"txt_0373";"formulaires";"li";"liste";"Cliquez à nouveau sur la loupe **« Mode recherche »** puis **« Recherche »**";"[AUTO] Cliquez à nouveau sur la loupe **« Mode recherche »** puis **« Recherche »**";"TODO"
"txt_0374";"formulaires";"li";"liste";"Les dossiers patients correspondants s'affichent";"[AUTO] Les dossiers patients correspondants s'affichent";"TODO"
"txt_0375";"formulaires";"note";"note_tip";"💡 Astuce | Pour consulter chaque formulaire, allez dans le dossier patient et cliquez sur l'onglet « Formulaire ».";"[AUTO] 💡 Astuce | Pour consulter chaque formulaire, allez dans le dossier patient et cliquez sur l'onglet « Formulaire ».";"TODO"
"txt_0376";"support-formation";"h2";"titre_section";"🎓 19. Support de formation";"[AUTO] 🎓 19. Support de formation";"TODO"
"txt_0377";"support-formation";"h3";"sous_titre";"Accéder au site support";"[AUTO] Accéder au site support";"TODO"
"txt_0378";"support-formation";"h3";"sous_titre";"Identifiants de connexion";"[AUTO] Identifiants de connexion";"TODO"
"txt_0379";"support-formation";"p";"paragraphe";"Un site support de formation est disponible pour vous accompagner dans l'utilisation de Kitview. Vous y trouverez de nombreuses vidéos explicatives ainsi que des modèles de formulaires.";"[AUTO] Un site support de formation est disponible pour vous accompagner dans l'utilisation de Kitview. Vous y trouverez de nombreuses vidéos explicatives ainsi que des modèles de formulaires.";"TODO"
"txt_0380";"support-formation";"li";"liste";"Cliquez dans l'onglet **« Aide »**";"[AUTO] Cliquez dans l'onglet **« Aide »**";"TODO"
"txt_0381";"support-formation";"li";"liste";"Sélectionnez **« Support formation »**";"[AUTO] Sélectionnez **« Support formation »**";"TODO"
"txt_0382";"support-formation";"li";"liste";"Vous êtes redirigé vers le site : **www.kitview-support.fr**";"[AUTO] Vous êtes redirigé vers le site : **www.kitview-support.fr**";"TODO"
"txt_0383";"support-formation";"note";"note_info";"🔐 Connexion au site support | **Nom utilisateur :** client **Mot de passe :** Kitview2019";"[AUTO] 🔐 Connexion au site support | **Nom utilisateur :** client **Mot de passe :** Kitview2019";"TODO"
"txt_0384";"support-formation";"note";"note_tip";"💡 Ressources disponibles | Le site support contient des tutoriels vidéo, des guides pratiques et des modèles de formulaires téléchargeables pour optimiser votre utilisation de Kitview.";"[AUTO] 💡 Ressources disponibles | Le site support contient des tutoriels vidéo, des guides pratiques et des modèles de formulaires téléchargeables pour optimiser votre utilisation de Kitview.";"TODO"
